Ticker,Date,c_open,c_high,c_low,n_close,n_adj_close,Adj Close,Normalized_MA_5,Normalized_MA_10,Normalized_MA_15,Normalized_MA_20,Normalized_MA_25,Normalized_MA_30,Class
MMM,2014-01-03,-0.05778403881078198,0.31058722233126,-0.3033571752262265,0.23166002202055225,0.2316576194697939,125.956741,0.48393773541663965,-0.26651038867382404,-2.315145271449448,-3.6836308348117797,-4.232566226844503,-4.449732944424156,0
MMM,2014-01-06,0.813772403771984,1.2061236210810344,-0.10899440132986493,-0.5922658127612612,-0.5922684201554507,125.210739,0.8326709101205809,0.4163403268468757,-1.1978905419606334,-2.7174242618278943,-3.5419550714415937,-3.675792031438041,-1
MMM,2014-01-07,-0.14529386757546892,0.3995663087351886,-0.3777617309594472,0.014523722497861158,0.014532299821357064,125.228935,0.5608430671393716,0.4693120643403992,-0.668839673514765,-2.403190364910479,-3.4356653116949465,-3.5130110571756745,0
MMM,2014-01-08,0.6221115193547622,0.8197284337360555,-0.2122586469933907,-0.7410018484998893,-0.7410012709922031,124.300987,0.7816661986762785,1.2069066676035245,0.5103785700430574,-1.379640654019909,-2.452759188468867,-2.655837935274541,-1
MMM,2014-01-09,0.41774057349375227,0.7182088835077094,-0.18321729974094536,-0.13174851307369284,-0.1317672562004768,124.137199,0.6683904636836546,1.3008597044307457,0.8902134162057429,-0.9233943243716958,-2.035304147631045,-2.3998824075287972,0
MMM,2014-01-10,0.5654310762080783,0.7416720898201223,-0.3671611291682142,-0.1978776151970174,-0.19788025022217104,123.891556,0.5346023743539208,1.346768297913692,1.10885189517409,-0.38145505251382383,-1.5555633509034217,-2.107725054859,0
MMM,2014-01-13,0.8390295951381743,1.767155571503487,-0.08166469090921114,-1.1014833875046537,-1.1014608614649979,122.526939,1.216209441092797,2.1287472137045738,2.1492932804488607,1.028737321186135,-0.2260145909627198,-0.988266534050386,-1
MMM,2014-01-14,-1.673825000398066,0.0,-1.943089238247886,2.027035299890456,2.027036682928962,125.010605,-0.8296478526761852,-0.046588047470064176,0.15330464696707846,-0.5789309235004536,-1.9521202381189928,-2.8607883840468196,1
MMM,2014-01-15,-0.48396272054372913,0.27449075015182345,-0.6356573152895395,0.7495800669651498,0.7495580074986519,125.947632,-1.3059759630891787,-0.920966898369302,-0.512843306176658,-0.9292679674993809,-2.3964013233690684,-3.3244094921398126,1
MMM,2014-01-16,-0.3039946350898992,0.24608858581098847,-0.3836124671797059,-0.20225223631534783,-0.20222690649713826,125.692932,-0.8584406321271887,-0.7180240651876946,-0.2547912028445176,-0.48350773613905496,-1.891440419259216,-2.8496049403955337,0
